Date,LocationName,LocationID,Parameter,Units,Value,CollectionMethod,SampleState,SampleDescriptor,LocationPurpose,SamplingAgency
2016-02-06T12:10:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,74,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T13:40:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,74,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-11-28T15:40:00.0-08:00,Christmas Hill Spring,6,Dissolved Oxygen,percent,74,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T12:27:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,74,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-09-11T11:55:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,74,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-05-08T12:11:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-05-16T11:50:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T08:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-14T11:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-10-25T10:05:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T12:48:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T10:35:00.0-08:00,Colquitz North Side,14,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T12:05:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T11:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T09:07:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T13:45:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T14:40:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,75,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-05-02T11:15:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-07-10T08:50:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T13:00:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-06-13T12:20:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-07-10T10:25:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-09-20T11:35:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-10-03T11:15:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-05-16T11:15:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-10-25T11:06:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,76,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-06-27T11:35:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T08:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T10:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-07T12:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-11-14T09:25:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T12:40:00.0-08:00,Colquitz North Side,14,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T10:15:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-09-05T11:30:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-11-14T12:00:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,77,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-05-16T10:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-06-13T11:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T00:00:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T12:00:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T13:25:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T12:55:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T11:34:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T13:20:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,78,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-28T09:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-05-31T10:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-05-02T10:05:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Christmas Hill Spring,6,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T00:00:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Colquitz North Side,14,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T10:28:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,79,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T09:50:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-23T13:20:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T11:15:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T11:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Christmas Hill Spring,6,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T14:30:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T10:45:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-05-02T10:40:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-06-27T10:20:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,80,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T12:55:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T09:20:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-06-06T11:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T11:00:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-28T11:45:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T12:25:00.0-08:00,Colquitz North Side,14,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Columbine Culvert Upstream,16,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:40:00.0-08:00,Columbine Culvert Upstream,16,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-23T00:00:00.0-08:00,Columbine Culvert Upstream,16,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T12:30:00.0-08:00,DS Ivy Grove Camp,17,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-05-23T10:26:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-07-18T00:00:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,81,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T11:46:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T15:00:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-09-25T12:38:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T10:49:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-05-08T10:25:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:45:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T00:00:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:50:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:10:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Flats,18,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T12:50:00.0-08:00,Flats,18,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,82,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T14:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,83,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-11-14T11:20:00.0-08:00,Christmas Hill Spring,6,Dissolved Oxygen,percent,83,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,83,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,83,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-04-18T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,83,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-23T13:33:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,83,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T09:20:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T13:00:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T10:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-23T13:07:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-28T12:05:00.0-08:00,Colquitz North Side,14,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-04-18T00:00:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-23T12:37:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-04-18T00:00:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,DS Ivy Grove Camp,17,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T11:20:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T12:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T11:45:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-06-28T10:35:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,84,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T11:05:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-28T11:00:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-08T11:24:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-04-10T10:25:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T00:00:00.0-08:00,Colquitz North Side,14,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T12:34:00.0-08:00,Flats,18,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T13:25:00.0-08:00,Swan Creek upstream of Christmas Hill Spring,7,Dissolved Oxygen,percent,85,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T12:40:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,86,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-07T10:30:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,86,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T12:30:00.0-08:00,Carey and Mackenzie,5,Dissolved Oxygen,percent,86,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,86,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T14:11:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T11:46:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-04-18T10:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T13:30:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:30:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-04-18T00:00:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T12:10:00.0-08:00,Columbine Culvert Downstream,4,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Columbine Culvert Upstream,16,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-04-18T00:00:00.0-08:00,Columbine Culvert Upstream,16,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T00:00:00.0-08:00,Columbine Culvert Upstream,16,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T00:00:00.0-08:00,Flats,18,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-28T13:24:00.0-08:00,Flats,18,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T12:10:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,87,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T16:15:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-04-10T11:00:00.0-08:00,Allotments,8,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T13:05:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T11:00:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T11:30:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-11-28T11:35:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T13:15:00.0-08:00,Christmas Hill Spring,6,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,88,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T12:23:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-14T94:45:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T12:20:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T16:30:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T17:15:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-08-15T12:00:00.0-08:00,Colquitz North Mann,13,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T11:55:00.0-08:00,Columbine Riffle,3,Dissolved Oxygen,percent,89,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T18:30:00.0-08:00,Above Swan,10,Dissolved Oxygen,percent,90,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T12:35:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,90,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T11:50:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,90,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T15:15:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,90,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Columbine Culvert,15,Dissolved Oxygen,percent,90,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T10:18:00.0-08:00,Mike's Bridge,2,Dissolved Oxygen,percent,90,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T11:05:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,91,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-05-23T10:05:00.0-08:00,Art's Riffle,1,Dissolved Oxygen,percent,91,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-10-31T13:25:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,91,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T13:55:00.0-08:00,Swan Lake,9,Dissolved Oxygen,percent,91,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
